Player,Age,Pos,Min_24,90s_24,Gls_24,Ast_24,G+A_24,xG_24,npxG_24,xAG_24,PrgC_24,PrgP_24,PrgR_24,Min_25,90s_25,Gls_25,Ast_25,G+A_25,PrgC_25,PrgP_25,PrgR_25,xG_25,xAG_25,Age_current,GA_per90_24,xG_per90_24,xAG_per90_24,GA_per90_25,xG_per90_25,xAG_per90_25,GA_consistency,GA_volatility,xG_consistency,xG_volatility,xAG_consistency,xAG_volatility,GA_trend,xG_trend,xAG_trend,Pos_encoded,Pos_24
Radosław Majecki,24.0,GK,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,234.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,GK
Radu Drăgușin,22.0,DF,1252.0,13.9,0.0,0.0,0.0,0.1,0.1,0.4,7.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.007194244604316547,0.02877697841726619,0.0,0.0,0.0,0.0,0.0,0.0035971223021582736,0.007194244604316547,0.014388489208633094,0.02877697841726619,0.0,-0.007194244604316547,-0.02877697841726619,0,DF
Rafa Marín,22.0,DF,142.0,1.6,0.0,0.0,0.0,0.2,0.2,0.0,2.0,5.0,0.0,270.0,3.0,1.0,0.0,1.0,1.0,9.0,0.0,0.85,0.0,24.0,0.0,0.125,0.0,0.3333333333333333,0.2833333333333333,0.0,0.16666666666666666,0.3333333333333333,0.20416666666666666,0.15833333333333333,0.0,0.0,0.3333333333333333,0.15833333333333333,0.0,0,DF
Rafa Mir,27.0,FW,753.0,8.4,1.0,2.0,3.0,3.0,3.0,0.7,10.0,20.0,28.0,227.0,2.5,3.0,0.0,3.0,3.0,3.0,12.0,2.55,0.0,29.0,0.35714285714285715,0.35714285714285715,0.08333333333333333,1.2,1.02,0.0,0.7785714285714286,0.8428571428571427,0.6885714285714286,0.6628571428571428,0.041666666666666664,0.08333333333333333,0.8428571428571427,0.6628571428571428,-0.08333333333333333,1,FW
Rafael Bauza,19.0,MF,183.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.05,0.0,0.0,0.0,-0.05,0.0,3,MF
Rafael Gonçalves,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,1.9,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Rafael Leão,25.0,FW,2323.0,25.8,8.0,8.0,16.0,7.6,7.6,8.4,123.0,93.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.6201550387596899,0.2945736434108527,0.32558139534883723,0.0,0.0,0.0,0.31007751937984496,0.6201550387596899,0.14728682170542634,0.2945736434108527,0.16279069767441862,0.32558139534883723,-0.6201550387596899,-0.2945736434108527,-0.32558139534883723,1,FW
Rafael Tolói,33.0,DF,468.0,5.2,0.0,0.0,0.0,0.1,0.1,0.2,5.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.019230769230769232,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.019230769230769232,0.019230769230769232,0.038461538461538464,0.0,-0.019230769230769232,-0.038461538461538464,0,DF
Rafik Belghali,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Rafik Messali,21.0,DF,456.0,5.1,0.0,1.0,1.0,0.3,0.3,1.0,13.0,21.0,29.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.19607843137254904,0.058823529411764705,0.19607843137254904,0.0,0.0,0.0,0.09803921568627452,0.19607843137254904,0.029411764705882353,0.058823529411764705,0.09803921568627452,0.19607843137254904,-0.19607843137254904,-0.058823529411764705,-0.19607843137254904,0,DF
Ragnar Ache,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.6,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.8,26.0,0.0,0.0,0.0,1.6666666666666667,0.0,1.3333333333333335,0.8333333333333334,1.6666666666666667,0.0,0.0,0.6666666666666667,1.3333333333333335,1.6666666666666667,0.0,1.3333333333333335,3,MF
Raheem Sterling,29.0,FW,499.0,5.5,0.0,2.0,2.0,1.4,1.4,0.5,27.0,18.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.36363636363636365,0.2545454545454545,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.36363636363636365,0.12727272727272726,0.2545454545454545,0.045454545454545456,0.09090909090909091,-0.36363636363636365,-0.2545454545454545,-0.09090909090909091,1,FW
Rahim Bonkano,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,3.2,0.0,0.0,0.0,8.0,12.0,18.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Ramon Hendriks,23.0,DF,1154.0,12.8,0.0,1.0,1.0,0.6,0.6,1.0,8.0,36.0,22.0,114.0,1.3,0.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,25.0,0.078125,0.04687499999999999,0.078125,0.0,0.0,0.0,0.0390625,0.078125,0.023437499999999997,0.04687499999999999,0.0390625,0.078125,-0.078125,-0.04687499999999999,-0.078125,0,DF
Ramy Bensebaini,29.0,DF,2022.0,22.5,1.0,6.0,7.0,1.3,1.3,3.2,26.0,128.0,58.0,270.0,3.0,0.0,0.0,0.0,15.0,55.0,2.0,0.0,0.0,31.0,0.3111111111111111,0.05777777777777778,0.14222222222222222,0.0,0.0,0.0,0.15555555555555556,0.3111111111111111,0.02888888888888889,0.05777777777777778,0.07111111111111111,0.14222222222222222,-0.3111111111111111,-0.05777777777777778,-0.14222222222222222,0,DF
Ramón Martínez,21.0,DF,261.0,2.9,1.0,0.0,1.0,0.3,0.3,0.1,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.3448275862068966,0.10344827586206896,0.034482758620689655,0.0,0.0,0.0,0.1724137931034483,0.3448275862068966,0.05172413793103448,0.10344827586206896,0.017241379310344827,0.034482758620689655,-0.3448275862068966,-0.10344827586206896,-0.034482758620689655,0,DF
Ramón Sosa,24.0,FW,295.0,3.3,1.0,0.0,1.0,1.0,1.0,0.5,12.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.30303030303030304,0.30303030303030304,0.15151515151515152,0.0,0.0,0.0,0.15151515151515152,0.30303030303030304,0.15151515151515152,0.30303030303030304,0.07575757575757576,0.15151515151515152,-0.30303030303030304,-0.30303030303030304,-0.15151515151515152,1,FW
Ramón Terrats,23.0,MF,131.0,1.5,0.0,0.0,0.0,0.1,0.1,0.3,1.0,7.0,3.0,78.0,0.9,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,25.0,0.0,0.06666666666666667,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.09999999999999999,0.19999999999999998,0.0,-0.06666666666666667,-0.19999999999999998,3,MF
Randal Kolo Muani,25.0,FW,1160.0,12.9,8.0,1.0,9.0,4.7,3.9,1.6,21.0,20.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.6976744186046512,0.3643410852713178,0.12403100775193798,0.0,0.0,0.0,0.3488372093023256,0.6976744186046512,0.1821705426356589,0.3643410852713178,0.06201550387596899,0.12403100775193798,-0.6976744186046512,-0.3643410852713178,-0.12403100775193798,1,FW
Randy Nteka,26.0,FW,1129.0,12.5,3.0,0.0,3.0,2.6,2.6,0.5,10.0,8.0,44.0,22.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,28.0,0.24,0.20800000000000002,0.04,0.0,0.0,0.0,0.12,0.24,0.10400000000000001,0.20800000000000002,0.02,0.04,-0.24,-0.20800000000000002,-0.04,1,FW
Rani Khedira,30.0,MF,2723.0,30.3,1.0,1.0,2.0,1.4,1.4,0.6,12.0,80.0,34.0,252.0,2.8,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,32.0,0.066006600660066,0.0462046204620462,0.019801980198019802,0.0,0.0,0.0,0.033003300330033,0.066006600660066,0.0231023102310231,0.0462046204620462,0.009900990099009901,0.019801980198019802,-0.066006600660066,-0.0462046204620462,-0.019801980198019802,3,MF
Ransford Königsdörffer,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,2.5,0.0,0.0,0.0,4.0,1.0,12.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Raoul Bellanova,24.0,DF,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,4.0,0.0,5.0,270.0,3.0,0.0,0.0,0.0,9.0,10.0,23.0,0.0,0.0,26.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,-0.1,0,DF
Raphael Le Guen,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Raphaël Guerreiro,30.0,DF,1572.0,17.5,4.0,4.0,8.0,2.9,2.9,2.9,39.0,85.0,126.0,22.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,32.0,0.45714285714285713,0.1657142857142857,0.1657142857142857,0.0,0.0,0.0,0.22857142857142856,0.45714285714285713,0.08285714285714285,0.1657142857142857,0.08285714285714285,0.1657142857142857,-0.45714285714285713,-0.1657142857142857,-0.1657142857142857,0,DF
Raphinha,27.0,FW,2839.0,31.5,18.0,9.0,27.0,19.2,17.6,12.7,94.0,135.0,349.0,272.0,3.0,3.0,1.0,4.0,11.0,5.0,28.0,2.55,0.8,29.0,0.8571428571428571,0.6095238095238095,0.40317460317460313,1.3333333333333333,0.85,0.26666666666666666,1.0952380952380951,0.47619047619047616,0.7297619047619047,0.2404761904761905,0.3349206349206349,0.13650793650793647,0.47619047619047616,0.2404761904761905,-0.13650793650793647,1,FW
Rareş Ilie,21.0,MF,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,-4.0,3,MF
Rareș-Cătălin Burnete,20.0,FW,28.0,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.33333333333333337,0.0,0.0,0.0,-0.33333333333333337,0.0,1,FW
Rasmus Højlund,21.0,FW,2004.0,22.3,4.0,0.0,4.0,5.3,5.3,1.8,28.0,18.0,101.0,72.0,0.8,1.0,0.0,1.0,2.0,1.0,7.0,0.85,0.0,23.0,0.17937219730941703,0.23766816143497757,0.08071748878923767,1.25,1.0625,0.0,0.7146860986547086,1.0706278026905829,0.6500840807174888,0.8248318385650224,0.04035874439461883,0.08071748878923767,1.0706278026905829,0.8248318385650224,-0.08071748878923767,1,FW
Rasmus Kristensen,27.0,DF,2513.0,27.9,5.0,3.0,8.0,2.5,2.5,3.1,51.0,172.0,162.0,180.0,2.0,0.0,0.0,0.0,3.0,7.0,7.0,0.0,0.0,29.0,0.28673835125448033,0.08960573476702509,0.11111111111111112,0.0,0.0,0.0,0.14336917562724016,0.28673835125448033,0.044802867383512544,0.08960573476702509,0.05555555555555556,0.11111111111111112,-0.28673835125448033,-0.08960573476702509,-0.11111111111111112,0,DF
Rasmus Nicolaisen,27.0,DF,623.0,6.9,0.0,1.0,1.0,0.4,0.4,0.2,3.0,27.0,2.0,182.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.0,0.14492753623188406,0.057971014492753624,0.028985507246376812,0.0,0.0,0.0,0.07246376811594203,0.14492753623188406,0.028985507246376812,0.057971014492753624,0.014492753623188406,0.028985507246376812,-0.14492753623188406,-0.057971014492753624,-0.028985507246376812,0,DF
Rassoul Ndiaye,22.0,MF,1061.0,11.8,1.0,0.0,1.0,1.7,1.7,0.6,6.0,46.0,30.0,273.0,3.0,2.0,0.0,2.0,3.0,11.0,10.0,1.7,0.0,24.0,0.0847457627118644,0.14406779661016947,0.05084745762711864,0.6666666666666666,0.5666666666666667,0.0,0.3757062146892655,0.5819209039548022,0.35536723163841805,0.4225988700564972,0.02542372881355932,0.05084745762711864,0.5819209039548022,0.4225988700564972,-0.05084745762711864,3,MF
Rav van den Berg,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,1.8,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Rayan Aït-Nouri,23.0,DF,3109.0,34.5,4.0,7.0,11.0,2.7,2.7,5.5,89.0,108.0,176.0,202.0,2.2,0.0,0.0,0.0,6.0,7.0,8.0,0.0,0.0,25.0,0.3188405797101449,0.0782608695652174,0.15942028985507245,0.0,0.0,0.0,0.15942028985507245,0.3188405797101449,0.0391304347826087,0.0782608695652174,0.07971014492753623,0.15942028985507245,-0.3188405797101449,-0.0782608695652174,-0.15942028985507245,0,DF
Rayan Cherki,20.0,FW,2041.0,22.7,8.0,11.0,19.0,5.0,5.0,11.1,106.0,206.0,184.0,71.0,0.8,1.0,0.0,1.0,3.0,6.0,3.0,0.85,0.0,22.0,0.8370044052863437,0.22026431718061676,0.4889867841409692,1.25,1.0625,0.0,1.0435022026431717,0.4129955947136563,0.6413821585903083,0.8422356828193832,0.2444933920704846,0.4889867841409692,0.4129955947136563,0.8422356828193832,-0.4889867841409692,1,FW
Rayan Fofana,18.0,FW,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,227.0,2.5,1.0,0.0,1.0,3.0,2.0,18.0,0.85,0.0,20.0,0.0,0.0,0.0,0.4,0.33999999999999997,0.0,0.2,0.4,0.16999999999999998,0.33999999999999997,0.0,0.0,0.4,0.33999999999999997,0.0,1,FW
Rayan Philippe,,MF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,1.0,0.0,0.0,0.0,4.0,3.0,8.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Rayan Raveloson,27.0,MF,724.0,8.0,1.0,0.0,1.0,0.8,0.8,0.2,5.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.125,0.1,0.025,0.0,0.0,0.0,0.0625,0.125,0.05,0.1,0.0125,0.025,-0.125,-0.1,-0.025,3,MF
Razvan Sava,22.0,GK,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,GK
Raúl,23.0,FW,750.0,8.3,4.0,0.0,4.0,3.5,3.5,0.7,10.0,16.0,49.0,95.0,1.1,1.0,0.0,1.0,3.0,1.0,6.0,0.85,0.0,25.0,0.48192771084337344,0.4216867469879518,0.08433734939759036,0.9090909090909091,0.7727272727272726,0.0,0.6955093099671412,0.4271631982475356,0.5972070098576122,0.3510405257393208,0.04216867469879518,0.08433734939759036,0.4271631982475356,0.3510405257393208,-0.08433734939759036,1,FW
Raúl Albiol,38.0,DF,1188.0,13.2,0.0,0.0,0.0,0.1,0.1,0.0,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.007575757575757577,0.0,0.0,0.0,0.0,0.0,0.0,0.0037878787878787884,0.007575757575757577,0.0,0.0,0.0,-0.007575757575757577,0.0,0,DF
Raúl Asencio,21.0,DF,1670.0,18.6,0.0,1.0,1.0,0.1,0.1,0.6,5.0,27.0,4.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.05376344086021505,0.005376344086021505,0.03225806451612903,0.0,0.0,0.0,0.026881720430107524,0.05376344086021505,0.0026881720430107525,0.005376344086021505,0.016129032258064516,0.03225806451612903,-0.05376344086021505,-0.005376344086021505,-0.03225806451612903,0,DF
Raúl Chasco,20.0,DF,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF
Raúl Jiménez,33.0,FW,2494.0,27.7,12.0,3.0,15.0,12.0,9.6,3.3,35.0,62.0,125.0,123.0,1.4,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,35.0,0.5415162454873647,0.4332129963898917,0.11913357400722022,0.0,0.0,0.0,0.27075812274368233,0.5415162454873647,0.21660649819494585,0.4332129963898917,0.05956678700361011,0.11913357400722022,-0.5415162454873647,-0.4332129963898917,-0.11913357400722022,1,FW
Raúl Moro,21.0,MF,2341.0,26.0,4.0,5.0,9.0,4.1,4.1,5.7,112.0,81.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.34615384615384615,0.1576923076923077,0.21923076923076923,0.0,0.0,0.0,0.17307692307692307,0.34615384615384615,0.07884615384615384,0.1576923076923077,0.10961538461538461,0.21923076923076923,-0.34615384615384615,-0.1576923076923077,-0.21923076923076923,3,MF
Raúl de Tomás,29.0,DF,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF
Reda Belahyane,20.0,MF,1658.0,18.4,0.0,2.0,2.0,0.2,0.2,1.0,22.0,73.0,13.0,58.0,0.6,0.0,1.0,1.0,0.0,5.0,3.0,0.0,0.8,22.0,0.10869565217391305,0.010869565217391306,0.05434782608695653,1.6666666666666667,0.0,1.3333333333333335,0.8876811594202899,1.5579710144927537,0.005434782608695653,0.010869565217391306,0.693840579710145,1.278985507246377,1.5579710144927537,-0.010869565217391306,1.278985507246377,3,MF
Reda Khadra,23.0,MF,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,22.0,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,MF
Reece James,24.0,DF,1063.0,11.8,1.0,1.0,2.0,0.4,0.4,0.7,7.0,64.0,12.0,155.0,1.7,0.0,0.0,0.0,4.0,13.0,1.0,0.0,0.0,26.0,0.1694915254237288,0.03389830508474576,0.05932203389830508,0.0,0.0,0.0,0.0847457627118644,0.1694915254237288,0.01694915254237288,0.03389830508474576,0.02966101694915254,0.05932203389830508,-0.1694915254237288,-0.03389830508474576,-0.05932203389830508,0,DF
Reinildo Mandava,30.0,DF,941.0,10.5,0.0,0.0,0.0,0.1,0.1,0.1,14.0,34.0,15.0,360.0,4.0,0.0,0.0,0.0,11.0,20.0,8.0,0.0,0.0,32.0,0.0,0.009523809523809525,0.009523809523809525,0.0,0.0,0.0,0.0,0.0,0.004761904761904762,0.009523809523809525,0.004761904761904762,0.009523809523809525,0.0,-0.009523809523809525,-0.009523809523809525,0,DF
Reiss Nelson,24.0,FW,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,FW
Remi Oudin,27.0,MF,299.0,3.3,0.0,0.0,0.0,0.1,0.1,0.6,2.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.030303030303030307,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.015151515151515154,0.030303030303030307,0.09090909090909091,0.18181818181818182,0.0,-0.030303030303030307,-0.18181818181818182,3,MF
Remo Freuler,32.0,MF,3204.0,35.6,1.0,2.0,3.0,1.3,1.3,1.5,39.0,208.0,56.0,259.0,2.9,0.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,34.0,0.08426966292134831,0.03651685393258427,0.042134831460674156,0.0,0.0,0.0,0.042134831460674156,0.08426966292134831,0.018258426966292134,0.03651685393258427,0.021067415730337078,0.042134831460674156,-0.08426966292134831,-0.03651685393258427,-0.042134831460674156,3,MF
Remy Rees-Dottin,18.0,FW,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,FW
Renato Tapia,29.0,MF,2424.0,26.9,1.0,0.0,1.0,0.6,0.6,0.4,17.0,83.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.03717472118959108,0.022304832713754646,0.014869888475836432,0.0,0.0,0.0,0.01858736059479554,0.03717472118959108,0.011152416356877323,0.022304832713754646,0.007434944237918216,0.014869888475836432,-0.03717472118959108,-0.022304832713754646,-0.014869888475836432,3,MF
Renato Veiga,21.0,DF,181.0,2.0,0.0,0.0,0.0,0.1,0.1,0.0,4.0,7.0,3.0,141.0,1.6,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,23.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.05,0.0,0.0,0.0,-0.05,0.0,0,DF
Ricardo Pereira,30.0,DF,388.0,4.3,0.0,0.0,0.0,0.1,0.1,0.0,3.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.023255813953488375,0.0,0.0,0.0,0.0,0.0,0.0,0.011627906976744188,0.023255813953488375,0.0,0.0,0.0,-0.023255813953488375,0.0,0,DF
Ricardo Rodríguez,31.0,DF,1274.0,14.2,0.0,1.0,1.0,0.2,0.2,0.4,19.0,63.0,32.0,200.0,2.2,0.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,33.0,0.07042253521126761,0.014084507042253523,0.028169014084507046,0.0,0.0,0.0,0.035211267605633804,0.07042253521126761,0.007042253521126762,0.014084507042253523,0.014084507042253523,0.028169014084507046,-0.07042253521126761,-0.014084507042253523,-0.028169014084507046,0,DF
Riccardo Calafiori,22.0,DF,983.0,10.9,2.0,1.0,3.0,0.9,0.9,0.3,22.0,54.0,29.0,291.0,3.2,1.0,2.0,3.0,10.0,11.0,16.0,0.85,1.6,24.0,0.27522935779816515,0.08256880733944955,0.027522935779816512,0.9375,0.265625,0.5,0.6063646788990826,0.6622706422018348,0.17409690366972477,0.18305619266055045,0.26376146788990823,0.4724770642201835,0.6622706422018348,0.18305619266055045,0.4724770642201835,0,DF
Riccardo Orsolini,27.0,FW,1878.0,20.9,15.0,4.0,19.0,10.1,7.8,3.7,61.0,69.0,186.0,253.0,2.8,1.0,0.0,1.0,7.0,7.0,12.0,0.85,0.0,29.0,0.9090909090909092,0.48325358851674644,0.17703349282296652,0.35714285714285715,0.3035714285714286,0.0,0.6331168831168832,0.551948051948052,0.3934125085440875,0.17968215994531783,0.08851674641148326,0.17703349282296652,-0.551948051948052,-0.17968215994531783,-0.17703349282296652,1,FW
Riccardo Sottil,25.0,FW,833.0,9.3,1.0,1.0,2.0,0.9,0.9,0.9,71.0,18.0,100.0,118.0,1.3,0.0,0.0,0.0,3.0,2.0,11.0,0.0,0.0,27.0,0.2150537634408602,0.0967741935483871,0.0967741935483871,0.0,0.0,0.0,0.1075268817204301,0.2150537634408602,0.04838709677419355,0.0967741935483871,0.04838709677419355,0.0967741935483871,-0.2150537634408602,-0.0967741935483871,-0.0967741935483871,1,FW
Richarlison,27.0,FW,504.0,5.6,4.0,1.0,5.0,3.7,3.7,0.9,8.0,11.0,22.0,257.0,2.9,2.0,1.0,3.0,2.0,5.0,4.0,1.7,0.8,29.0,0.8928571428571429,0.6607142857142858,0.16071428571428573,1.0344827586206897,0.5862068965517241,0.27586206896551724,0.9636699507389164,0.14162561576354682,0.6234605911330049,0.07450738916256172,0.21828817733990147,0.11514778325123151,0.14162561576354682,-0.07450738916256172,0.11514778325123151,1,FW
Richie Sagrado,20.0,DF,140.0,1.6,0.0,0.0,0.0,0.1,0.1,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0625,0.0,0.0,0.0,-0.0625,0.0,0,DF
Rico Henry,27.0,DF,99.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,132.0,1.5,0.0,0.0,0.0,9.0,1.0,10.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,DF
Rico Lewis,19.0,DF,1893.0,21.0,1.0,2.0,3.0,1.4,1.4,0.3,39.0,107.0,78.0,161.0,1.8,0.0,1.0,1.0,2.0,16.0,9.0,0.0,0.8,21.0,0.14285714285714285,0.06666666666666667,0.014285714285714285,0.5555555555555556,0.0,0.4444444444444445,0.3492063492063492,0.41269841269841273,0.03333333333333333,0.06666666666666667,0.22936507936507938,0.4301587301587302,0.41269841269841273,-0.06666666666666667,0.4301587301587302,0,DF
Ridgeciano Haps,31.0,DF,1369.0,15.2,1.0,1.0,2.0,1.2,1.2,0.7,26.0,52.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.13157894736842105,0.07894736842105263,0.046052631578947366,0.0,0.0,0.0,0.06578947368421052,0.13157894736842105,0.039473684210526314,0.07894736842105263,0.023026315789473683,0.046052631578947366,-0.13157894736842105,-0.07894736842105263,-0.046052631578947366,0,DF
